latitude,longitude,date,rainfall_mm,soil_moisture,slope,elevation,abs_lat,label
26.38724,86.53933,2014-09-06,5.4,0.6637,,,26.387,0
23.16848,91.1068,2021-03-10,0.0,0.2444,,,23.168,0
24.09369,95.49469,2017-02-10,0.0,0.4701,,,24.094,0
25.99419,95.76814,2019-06-28,4.1,0.8238,,,25.994,0
26.72497,92.61464,2011-08-30,0.2,0.5746,,,26.725,0
26.07386,92.6836,2013-12-30,0.0,0.4292,,,26.074,0
22.66132,94.14741,2016-05-23,9.0,0.8144,,,22.661,0
26.8658,91.28554,2017-05-13,4.4,0.6747,,,26.866,0
27.49421,87.98613,2022-11-19,0.0,0.4506,,,27.494,0
25.98695,92.12116,2015-04-20,0.8,0.6884,,,25.987,0
27.33796,94.09961,2016-12-27,1.9,0.3429,,,27.338,0
26.81202,95.42421,2011-08-13,9.1,0.7092,,,26.812,0
26.33521,86.85825,2014-02-21,0.0,0.399,,,26.335,0
24.84806,95.65153,2022-01-16,1.5,0.6771,,,24.848,0
25.0395,96.8164,2014-03-25,0.0,0.4692,,,25.04,0
27.67763,92.37262,2022-10-27,0.0,0.5713,,,27.678,0
26.76468,92.93818,2012-12-06,0.0,0.285,,,26.765,0
24.84762,92.31945,2014-11-08,0.0,0.4974,,,24.848,0
28.01585,91.06419,2021-09-13,4.0,0.6893,,,28.016,0
27.25859,94.59992,2015-12-26,0.0,0.4958,,,27.259,0
29.13394,90.7795,2021-12-27,0.2,0.3315,,,29.134,0
22.5202,92.72227,2012-08-12,16.9,0.71,,,22.52,0
23.88133,94.68538,2014-06-12,2.1,0.7163,,,23.881,0
24.34865,96.2748,2018-07-06,12.5,0.8435,,,24.349,0
24.05571,93.60375,2012-03-08,0.0,0.3233,,,24.056,0
26.62829,86.96564,2013-05-15,5.3,0.4008,,,26.628,0
26.37932,93.24385,2012-09-18,16.0,0.7962,,,26.379,0
22.61538,90.49229,2013-06-20,11.7,0.6537,,,22.615,0
27.42001,89.25569,2022-01-06,1.0,0.5867,,,27.42,0
26.81485,94.10097,2013-05-29,13.0,0.8298,,,26.815,0
25.94615,93.0005,2017-12-04,0.0,0.5939,,,25.946,0
21.97499,90.10254,2020-04-30,6.4,0.8181,,,21.975,0
26.29446,88.76336,2023-04-03,0.3,0.4916,,,26.294,0
26.1868,88.98889,2016-07-25,52.5,0.7141,,,26.187,0
27.40655,89.30826,2019-11-13,0.1,0.5182,,,27.407,0
25.60637,91.22103,2014-03-03,0.0,0.5759,,,25.606,0
24.02532,91.08792,2019-05-18,0.3,0.6243,,,24.025,0
26.13849,89.79786,2022-10-02,0.5,0.5659,,,26.138,0
28.53805,88.8566,2012-04-19,2.3,0.1689,,,28.538,0
27.398,90.7988,2011-04-20,5.4,0.6853,,,27.398,0
21.7194,92.61232,2020-05-08,0.0,0.3726,,,21.719,0
26.15239,87.14627,2015-02-24,0.0,0.3042,,,26.152,0
26.37202,88.79352,2016-04-26,0.0,0.2594,,,26.372,0
26.65629,94.09221,2015-04-27,0.7,0.8081,,,26.656,0
26.2073,92.91197,2014-08-13,25.2,0.7913,,,26.207,0
26.47735,93.74367,2017-10-14,14.4,0.8432,,,26.477,0
26.40114,89.62289,2011-08-03,55.2,0.7166,,,26.401,0
24.06133,93.73902,2020-12-10,0.0,0.337,,,24.061,0
22.49442,96.84317,2014-12-16,0.0,0.5459,,,22.494,0
26.4836,90.61797,2013-01-31,0.0,0.4133,,,26.484,0
23.69698,91.62453,2020-07-22,23.7,0.7122,,,23.697,0
27.31885,89.06826,2012-07-26,12.8,0.7019,,,27.319,0
27.00268,90.89209,2014-06-10,12.0,0.7059,,,27.003,0
26.50615,93.82054,2016-05-17,70.5,0.7962,,,26.506,0
22.76212,95.26627,2020-03-26,0.0,0.4196,,,22.762,0
27.79345,89.5399,2011-06-23,6.4,0.7001,,,27.793,0
21.59681,98.65881,2015-04-09,0.9,0.5867,,,21.597,0
27.76032,88.10575,2017-12-22,0.0,0.6485,,,27.76,0
26.51766,89.46047,2012-08-19,3.3,0.639,,,26.518,0
26.74029,95.64517,2011-05-23,5.8,0.8147,,,26.74,0
26.3224,87.29878,2015-03-07,0.0,0.3141,,,26.322,0
25.50591,95.98472,2021-08-14,12.5,0.8424,,,25.506,0
26.2582,91.12335,2021-10-09,2.2,0.6024,,,26.258,0
23.44647,95.10484,2013-10-03,6.4,0.7852,,,23.446,0
28.38971,87.442,2022-12-25,0.4,0.015,,,28.39,0
24.10808,92.60829,2015-06-16,9.0,0.6932,,,24.108,0
25.74514,95.28143,2021-12-30,0.0,0.5977,,,25.745,0
22.42993,94.09317,2022-08-08,32.6,0.8444,,,22.43,0
26.72228,90.88719,2020-07-20,108.2,0.6267,,,26.722,0
22.67662,90.0404,2020-05-10,0.1,0.5172,,,22.677,0
26.31259,87.65102,2016-06-13,14.3,0.6864,,,26.313,0
28.38654,90.00382,2012-09-15,7.1,0.4662,,,28.387,0
24.03931,92.95972,2022-07-15,6.3,0.6101,,,24.039,0
27.56828,95.12829,2023-03-20,15.8,0.8446,,,27.568,0
29.31873,93.08537,2013-03-28,0.2,0.4986,,,29.319,0
26.88778,94.43075,2018-02-05,1.8,0.6731,,,26.888,0
24.76573,95.26045,2020-09-09,18.1,0.7869,,,24.766,0
26.33893,92.84589,2020-02-10,0.3,0.6103,,,26.339,0
25.74733,95.54852,2023-03-02,0.0,0.4079,,,25.747,0
25.30714,89.03842,2018-01-29,0.0,0.4197,,,25.307,0
29.58471,88.70915,2015-05-06,2.5,0.592,,,29.585,0
23.99275,95.30978,2023-01-04,0.0,0.395,,,23.993,0
23.14427,94.07785,2020-09-07,0.2,0.4301,,,23.144,0
25.55262,91.52973,2017-03-31,11.1,0.8347,,,25.553,0
22.39546,91.54381,2014-09-21,9.2,0.6988,,,22.395,0
25.97056,92.67899,2018-06-04,13.1,0.8131,,,25.971,0
26.5681,88.55435,2012-07-01,19.4,0.6899,,,26.568,0
26.98648,89.12688,2023-04-19,1.7,0.5531,,,26.986,0
27.62886,86.82325,2022-05-30,5.9,0.6558,,,27.629,0
27.1816,88.96413,2023-03-14,1.6,0.5679,,,27.182,0
21.70863,92.1806,2017-03-10,8.1,0.493,,,21.709,0
26.44976,88.18522,2020-03-29,0.0,0.319,,,26.45,0
