latitude,longitude,date,rainfall_mm,soil_moisture,slope,elevation,abs_lat,label
32.97155,78.48627,2021-07-09,3.4,0.5013,14.48,5836.0,32.972,0
26.55856,88.40954,2016-06-02,0.4,0.6082,0.201,96.0,26.559,0
10.23957,124.6796,2021-09-05,7.5,0.4726,0.0,0.0,10.24,0
35.37016,-80.36551,2011-01-23,0.0,0.7471,2.472,210.0,35.37,0
23.19256,93.73591,2023-07-10,8.4,0.5762,21.11,1359.0,23.193,0
9.26366,-78.72148,2015-03-25,0.3,0.4874,10.532,319.0,9.264,0
26.59207,89.84635,2014-06-17,4.9,0.6298,0.431,70.0,26.592,0
31.59944,75.36918,2019-10-12,0.0,0.3798,0.733,244.0,31.599,0
27.01412,94.61638,2011-08-21,23.0,0.8138,0.692,90.0,27.014,0
-8.3881,108.8508,2014-04-24,10.3,0.0,0.0,0.0,8.388,0
15.93929,-90.85193,2016-11-01,4.0,0.7101,0.62,212.0,15.939,0
14.15228,-91.27011,2020-02-10,0.0,0.0983,0.154,41.0,14.152,0
37.38457,125.59644,2011-03-25,0.0,0.0,0.0,0.0,37.385,0
6.29904,98.57865,2015-06-18,0.0,0.0,0.0,0.0,6.299,0
-2.31519,-79.78155,2020-10-10,2.3,0.1119,0.073,3.0,2.315,0
23.50555,93.70233,2022-08-29,1.3,0.6092,27.123,1114.0,23.506,0
16.08674,105.99889,2022-10-26,3.2,0.8098,2.933,480.0,16.087,0
27.43032,94.83573,2011-10-15,0.6,0.6651,0.31,104.0,27.43,0
27.74385,103.2229,2019-04-03,5.1,0.2849,26.188,2661.0,27.744,0
23.10044,89.77679,2018-08-28,5.8,0.6474,0.28,2.0,23.1,0
-9.08523,110.39737,2014-06-21,0.0,0.0,0.0,0.0,9.085,0
35.41098,76.0207,2015-02-25,24.8,0.6917,17.18,4247.0,35.411,0
34.30625,74.07443,2023-03-12,2.2,0.6822,16.774,2624.0,34.306,0
28.18035,89.77471,2011-01-08,1.4,0.4933,12.307,5578.0,28.18,0
23.53293,91.69582,2011-01-06,0.0,0.3739,1.518,48.0,23.533,0
26.37155,92.45484,2015-05-01,3.4,0.7978,0.126,56.0,26.372,0
32.58242,102.87597,2014-02-25,0.0,0.6317,4.534,4412.0,32.582,0
27.2716,93.10006,2013-12-19,0.0,0.506,13.509,990.0,27.272,0
22.29029,97.01901,2012-12-15,0.0,0.5895,5.549,1071.0,22.29,0
22.63026,92.83461,2022-12-11,0.0,0.3716,13.354,315.0,22.63,0
42.62655,27.59516,2011-05-29,0.0,0.4431,0.435,26.0,42.627,0
38.56474,-79.05509,2019-01-18,0.9,0.6022,4.1,865.0,38.565,0
35.19918,-117.544,2022-02-13,0.0,0.0347,0.695,879.0,35.199,0
32.63988,-113.3646,2016-11-27,0.1,0.041,1.288,232.0,32.64,0
26.90435,93.99311,2015-09-13,0.3,0.7442,0.154,83.0,26.904,0
17.83979,-73.10332,2021-05-22,2.4,0.0,0.0,0.0,17.84,0
38.61599,-80.75642,2016-05-19,0.1,0.6767,2.154,436.0,38.616,0
28.52649,77.92731,2013-02-24,0.0,0.6333,0.059,205.0,28.526,0
27.75833,91.03545,2020-08-07,10.6,0.6789,29.32,2399.0,27.758,0
26.80787,95.4001,2018-09-20,0.6,0.6563,15.298,1042.0,26.808,0
36.72411,126.69213,2023-11-29,1.0,0.7151,0.138,16.0,36.724,0
6.96962,127.05916,2022-08-31,1.5,0.0,0.0,0.0,6.97,0
-1.80877,29.46151,2011-09-04,4.6,0.7985,3.893,2648.0,1.809,0
33.34837,103.97405,2021-11-27,0.0,0.6315,22.464,3146.0,33.348,0
22.93563,91.67835,2017-10-29,28.9,0.7524,0.877,26.0,22.936,0
17.09995,72.98065,2012-12-12,0.0,0.0,0.0,0.0,17.1,0
38.4737,-122.29933,2015-06-15,0.0,0.2496,14.918,532.0,38.474,0
41.99411,-115.7677,2019-05-25,3.8,0.674,6.599,1841.0,41.994,0
27.3539,87.99658,2019-06-27,21.1,0.7095,26.765,3106.0,27.354,0
1.33285,101.40887,2015-11-26,20.9,0.8865,0.345,20.0,1.333,0
35.4554,-118.90377,2016-02-17,4.3,0.5632,2.957,159.0,35.455,0
8.5118,125.04215,2018-07-21,4.1,0.7698,8.396,1246.0,8.512,0
28.77034,90.60571,2011-08-11,5.4,0.509,11.67,4511.0,28.77,0
28.67426,94.91229,2016-11-28,0.3,0.5054,3.339,915.0,28.674,0
28.40098,99.05675,2011-12-08,0.0,0.5682,23.439,4579.0,28.401,0
27.26991,96.25471,2018-03-10,2.4,0.7822,6.355,1004.0,27.27,0
21.22966,-158.3744,2019-01-07,0.0,0.0,0.0,0.0,21.23,0
29.12176,94.92522,2014-04-17,28.7,0.7131,26.802,1853.0,29.122,0
27.59946,98.10558,2012-06-11,58.0,0.7812,6.593,2342.0,27.599,0
41.82697,-103.59985,2020-06-12,0.0,0.3751,0.683,1176.0,41.827,0
38.79783,-78.8503,2011-12-19,0.0,0.6206,13.302,748.0,38.798,0
27.17747,83.82764,2014-09-01,9.9,0.6777,0.118,92.0,27.177,0
10.45178,-81.83506,2023-06-24,21.1,0.0,0.0,0.0,10.452,0
10.77441,126.30222,2017-11-30,5.3,0.0,0.0,0.0,10.774,0
0.92752,35.17255,2012-12-26,8.4,0.768,1.906,1850.0,0.928,0
35.21431,-112.56255,2011-08-26,0.4,0.0781,0.58,1537.0,35.214,0
32.33694,73.84738,2019-02-04,0.0,0.4935,0.103,218.0,32.337,0
-7.08387,107.72883,2013-10-03,0.0,0.4504,2.544,791.0,7.084,0
28.33245,97.66973,2019-04-23,4.4,0.6953,33.927,3525.0,28.332,0
35.4215,73.65206,2019-03-22,0.2,0.5476,16.06,2890.0,35.422,0
27.86264,117.42199,2015-02-24,2.6,0.7994,4.753,692.0,27.863,0
2.12375,102.98641,2016-11-04,1.5,0.8058,0.115,3.0,2.124,0
28.54655,94.56011,2023-11-23,0.0,0.4693,30.096,1343.0,28.547,0
36.97675,-81.64245,2020-08-07,8.2,0.5452,6.782,834.0,36.977,0
26.31715,92.91946,2020-05-10,0.0,0.7648,1.791,280.0,26.317,0
23.03259,92.13401,2016-06-13,16.1,0.7089,1.462,50.0,23.033,0
10.28902,125.11463,2016-04-21,0.2,0.4833,4.539,30.0,10.289,0
